616	55539+2419	0	8126941	1	UniRef100_UPI00187DC1DF|contig_1058|+|546|1.562e-153|3|55539|57957|55539[55539]:55955[55955]:417[417]|56024[56024]:56173[56173]:150[150]|57667[57691]:57957[57957]:291[267]
616	73830+5478	0	11560082	1	UniRef100_UPI00187D7570|contig_1058|+|784|3.537e-225|8|73830|79307|73830[73830]:74030[74030]:201[201]|76992[76992]:77075[77075]:84[84]|77146[77146]:77274[77274]:129[129]|77314[77341]:77487[77487]:174[147]|78243[78243]:78377[78377]:135[135]|78431[78434]:78529[78529]:99[96]|78822[78822]:79178[79178]:357[357]|79224[79239]:79307[79307]:84[69]
616	8987-2356	0	13279553	-1	UniRef100_UPI00187D9EB3|contig_1058|-|630|8.076e-179|6|6632|8987|8987[8987]:8763[8763]:225[225]|8613[8604]:8416[8416]:198[189]|8325[8325]:8194[8194]:132[132]|8120[8120]:8040[8040]:81[81]|7982[7976]:7791[7791]:192[186]|6901[6901]:6632[6632]:270[270]
616	110320+210	0	30298035	1	UniRef100_A0A7G3B4E8|contig_1058|+|108|1.109e-21|2|110320|110529|110320[110320]:110427[110427]:108[108]|110446[110446]:110529[110529]:84[84]
616	47151-231	0	88065059	-1	UniRef100_A0A084VJP0|contig_1058|-|67|2.438e-09|1|46921|47151|47151[47151]:46921[46921]:231[231]
616	64434+2769	0	128007028	1	UniRef100_UPI00187D7D7C|contig_1058|+|340|1.607e-91|3|64434|67202|64434[64434]:64559[64559]:126[126]|66755[66761]:66943[66943]:189[183]|67026[67029]:67202[67202]:177[174]
616	110897-1378	0	170909361	-1	UniRef100_UPI00187D857F|contig_1058|-|794|3.454e-228|4|109520|110897|110897[110897]:110841[110841]:57[57]|110777[110777]:110697[110697]:81[81]|110648[110630]:110208[110208]:441[423]|110146[110146]:109520[109520]:627[627]
616	134301+186	0	175731211	1	UniRef100_A0A8K0C9Y7|contig_1058|+|49|0.0006392|1|134301|134486|134301[134301]:134486[134486]:186[186]
616	26343-1132	0	201357586	-1	UniRef100_UPI00187DA437|contig_1058|-|470|1.18e-130|4|25212|26343|26343[26343]:25939[25939]:405[405]|25721[25721]:25602[25602]:120[120]|25545[25545]:25447[25447]:99[99]|25388[25388]:25212[25212]:177[177]
616	93590-3631	0	203137849	-1	UniRef100_UPI00187DD2DE|contig_1058|-|792|1.381e-227|9|89960|93590|93590[93590]:93477[93477]:114[114]|93425[93422]:93339[93339]:87[84]|93182[93182]:92844[92844]:339[339]|92708[92708]:92652[92652]:57[57]|92587[92587]:92546[92546]:42[42]|92407[92407]:92294[92294]:114[114]|90506[90506]:90396[90396]:111[111]|90314[90314]:90258[90258]:57[57]|90199[90199]:89960[89960]:240[240]
616	47664+2696	0	228385595	1	UniRef100_UPI00187DA449|contig_1058|+|1357|0|4|47664|50359|47664[47664]:47729[47729]:66[66]|47847[47847]:47969[47969]:123[123]|48045[48045]:48380[48380]:336[336]|48761[48761]:50359[50359]:1599[1599]
616	72058-2075	0	229345240	-1	UniRef100_UPI00187DD3D4|contig_1058|-|839|9.816e-242|8|69984|72058|72058[72058]:71990[71990]:69[69]|71910[71910]:71803[71803]:108[108]|71732[71732]:71634[71634]:99[99]|71569[71569]:71426[71426]:144[144]|71364[71361]:71254[71254]:111[108]|71146[71146]:70799[70799]:348[348]|70568[70568]:70257[70257]:312[312]|70169[70166]:69984[69984]:186[183]
616	85556+672	0	271551758	1	UniRef100_UPI00187D7D3E|contig_1058|+|393|1.784e-107|1|85556|86227|85556[85556]:86227[86227]:672[672]
616	80060+4387	0	286152625	1	UniRef100_UPI00187DC107|contig_1058|+|578|3.637e-163|5|80060|84446|80060[80060]:80170[80170]:111[111]|80279[80279]:80437[80437]:159[159]|81242[81242]:81580[81580]:339[339]|81658[81661]:81834[81834]:177[174]|84195[84195]:84446[84446]:252[252]
616	124517-5185	0	287241992	-1	UniRef100_UPI00187D773E|contig_1058|-|604|5.42e-171|4|119333|124517|124517[124517]:124440[124440]:78[78]|121852[121852]:121655[121655]:198[198]|121537[121522]:121394[121394]:144[129]|119848[119848]:119333[119333]:516[516]
616	161191-8650	0	315235780	-1	UniRef100_UPI00187D7AD8|contig_1058|-|829|1.005e-238|7|152542|161191|161191[161191]:161024[161024]:168[168]|160982[160967]:160764[160764]:219[204]|154459[154447]:154094[154094]:366[354]|153955[153955]:153791[153791]:165[165]|153215[153215]:153066[153066]:150[150]|153016[153010]:152849[152849]:168[162]|152709[152709]:152542[152542]:168[168]
